,Track_Name,Track_Id,Artists_All,Artists_IDs,popularity,LengthOfTrack_ms,danceability,energy,loudness,mode_Major1happier,acousticness,valence,tempo,Release_date,album_type
12537,Quarantine,33WEwYZVLUtuYOHSEtVBlg,"('Justin Hurwitz',)","('2snm3HmsnDUDxbIChdl2Oj',)",64,135106,0.291,0.0478,-27.58,0,0.967,0.295,93.516,2018-10-12,album
12538,When We - Remix; feat. Ty Dolla $ign and Trey Songz,37XDM9pTC8DeOejlUaTDaP,"('Tank', 'Ty Dolla $ign', 'Trey Songz')","('4mwXUEKaW4ftbncf9Hi58l', '7c0XG5cIJTrrAgEC3ULPiq', '2iojnBLj0qIMiKPvVhLnsH')",60,280677,0.589,0.341,-11.099,0,0.192,0.0398,117.747,2018-02-14,single
12539,India Pt. II,6jQdrnnaQnoPiGgDEn0xcM,"('Lil Durk',)","('3hcs9uc56yIGFCSy9leWe7',)",59,210643,0.746,0.664,-4.858,0,0.121,0.447,74.989,2018-11-09,album
12540,Next,53CEZJTdOWC4QROJxHkLdl,"('Justin Stone', 'Emilio Rojas')","('5Vu87j6vCvfwc7FNVGnBwk', '0ph1WGujzlmeYdaHfGf1co')",63,176903,0.739,0.506,-12.479,1,0.00957,0.703,155.013,2018-12-07,single
12541,Me Apodan Chava,0pJy1MqvAixMwhAVoH8bJE,"('Gustavo Palafox',)","('4sFGEHs1ufSWEmfpTDm3DM',)",60,199738,0.777,0.472,-7.678,1,0.613,0.962,115.04,2018-04-02,single
12542,Easy,2kYB66omjIRkqPx8zRPEAH,"('DaniLeigh',)","('0XIKGBo9PnK1ApI5tZA60d',)",60,186200,0.844,0.322,-11.815,1,0.203,0.531,100.017,2018-11-30,album
12543,My Mistake,0UlguQTHxZSh4NKDMpQATl,"('Gabrielle Aplin',)","('3w6zswp5THsSKYLICUbDTZ',)",65,264656,0.476,0.255,-8.522,1,0.792,0.12,145.67,2018-11-28,single
12544,Bury Me In Dixie,7KFbFqfBxqRtSSwkA874iv,"('Riley Green',)","('2QMsj4XJ7ne2hojxt6v5eb',)",57,188250,0.686,0.248,-9.026,1,0.324,0.594,83.483,2018-01-01,single
12545,Preludium,5V1fERRi9CKUG4lkeAP9Ue,"('Karin Borg',)","('0mWi0Jr9Ir8GPGVBpQqI1W',)",65,129409,0.47,0.0241,-26.205,1,0.995,0.257,66.346,2018-09-24,single
12546,Swing Swing,1wRSOWVqpLIrMCo4vevEef,"('ayokay',)","('4BzCdhJTyTS3gumq9xmymb',)",59,192546,0.721,0.675,-6.465,1,0.0684,0.439,98.021,2018-08-31,album
12547,Dad's Old Number,4NGpWsyIfqioJWGje37xKq,"('Cole Swindell',)","('1mfDfLsMxYcOOZkzBxvSVW',)",58,209720,0.527,0.517,-7.081,1,0.346,0.329,71.968,2018-08-17,album
12548,No More,7cp4RhTjLWv4XEyeJLcbrp,"('Verzache',)","('59KX7XUUgAOOo5IyDjca0T',)",62,190588,0.768,0.401,-10.934,0,0.915,0.421,102.049,2018-05-25,single
12549,Mando (feat. Mozzy),1ek6hIy0bOJ92bDTuF4zwl,"('$tupid Young', 'Mozzy')","('0h0C8mMT21p0Ixq6qO1UMH', '4AA474G2hRfrHyGrfyDseO')",59,170805,0.786,0.663,-9.342,0,0.0252,0.566,96.47,2018-04-20,album
12550,Fire Starter,2lvOt6VAufWlstrqutilVb,"('Trippie Redd', 'Emani22')","('6Xgp2XMz1fhVYe7i6yNAax', '7p09I0vsEMYEjeeAcLQckE')",59,157500,0.51,0.707,-4.913,0,0.0023,0.318,147.853,2018-11-09,album
12551,Best Friend,1zEhH5BmSpKi1mRSIfBDOq,"('Sofi Tukker', 'NERVO', 'The Knocks', 'ALISA UENO')","('586uxXMyD5ObPuzjtrzO1Q', '4j5KBTO4tk7up54ZirNGvK', '2x7EATekOPhFGRx3syMGEC', '0WuYfDB2hAYzybfAd75fvb')",63,184880,0.699,0.7,-5.704,1,0.0109,0.3,102.023,2018-04-13,album
12552,Oblivion,2zhPy8zbBf53XgTtkEbnbO,"('Rufi-O', 'Lily Potter')","('5GKakcgOxfujEnTZOffcRn', '3kcD3ZRH9oUwWSvQNVvMli')",63,152920,0.714,0.131,-21.958,1,0.975,0.685,113.032,2018-12-13,single
12553,Asesina - Original mix,6PniMs08lEakpuRp2nsMGv,"('Brytiago', 'Darell', 'Barloe Team')","('00XhexlJEXQstHimpZN910', '1TtXnWcUs0FCkaZDPGYHdf', '4okiIReqptfBJ5UULmWycZ')",69,187254,0.835,0.703,-4.177,0,0.56,0.502,94.211,2018-05-01,single
12554,Take It Away,5ZahQIsfOhgRoLS2UpUN7J,"('RL Grime', 'Ty Dolla $ign', 'TK Kravitz')","('5eIbEEQnDM8yuDVB0bimSP', '7c0XG5cIJTrrAgEC3ULPiq', '65rDIPdQD7ijLSOq32cMXo')",59,236521,0.594,0.815,-3.47,1,0.367,0.339,137.933,2018-07-27,album
12555,Mood (feat. Lil Uzi Vert),2yDcSQquR9MHnHsuzdzKpO,"('DJ Rell', 'Ms. Danniboo', 'Lil Uzi Vert')","('4sw1fHktKBWUVIoSUGGxrT', '40UI1uJUXISswaDcYVvIkw', '4O15NlyKLIASxsJ0PrXPfz')",59,171312,0.775,0.611,-6.782,1,0.0672,0.581,137.042,2018-05-08,album
12556,It's A Flex (feat. NAV),1gR8SPZg0pDh2F0Ridi3e1,"('88GLAM', 'NAV')","('2I9SLklAOG0vdMiUUMNxRl', '7rkW85dBwwrJtlHRDkJDAC')",61,198800,0.799,0.554,-6.85,0,0.153,0.533,150.051,2018-11-16,album
12557,Gladiator,738SQjONa0q63yhLxvg3m1,"('Zayde Wølf',)","('7LIy7KinYq7a83dUH6kvxT',)",63,188333,0.54,0.78,-5.872,1,0.0263,0.514,144.011,2018-06-08,album
12558,Babe,7fRruZ12gXGwBs0zXQ6e5V,"('Sugarland', 'Taylor Swift')","('0hYxQe3AK5jBPCr5MumLHD', '06HL4z0CvFAxyc27GXpf02')",60,215106,0.535,0.777,-3.292,1,0.0187,0.664,171.72,2018-06-08,album
12559,Extinction,3nF5bxOE63ZU6JiU4IJQB8,"('Killstation',)","('0zPILh9oEH0fDagpkHTQQ8',)",65,84558,0.549,0.497,-8.645,0,0.00436,0.113,65.919,2018-03-17,single
12560,Bulletproof,4VRRbrw7ai2mztUrXrAvfd,"('Godsmack',)","('6gZq1Q6bdOxsUPUG1TaFbF',)",58,177048,0.39,0.91,-3.268,0,0.000198,0.644,162.253,2018-02-28,single
12561,Bussin,0DxPQC8iEYU6qpvTvR9tyF,"('Shoreline Mafia',)","('4tYSBptyGeVyZsk8JC4JHZ',)",58,210047,0.862,0.438,-10.096,1,0.00739,0.165,97.454,2018-08-31,single
12562,Strawberry Kisses,285NEKr29sQ3yYBw8jEoGM,"('Olivia Herdt',)","('11IWeKauRXQykXxQtkHBGE',)",60,80848,0.656,0.321,-11.483,1,0.623,0.353,86.487,2018-05-20,single
12563,Opps (with Yugen Blakrok),7bUcBztfGqO7cSI2gMZeCI,"('Vince Staples', 'Yugen Blakrok')","('68kEuyFKyqrdQQLLsmiatm', '3kv1Edgn5HlEWCuEKr1Y9x')",62,180893,0.706,0.775,-6.819,1,0.152,0.847,127.929,2018-02-09,album
12564,asphyxia,49u6NxoLP5S6kfTYLmUfkQ,"('Cö Shu Nie',)","('0LlH6J1tj2TPq7AlwXAkY5',)",65,174780,0.253,0.932,-3.346,1,0.0348,0.334,112.409,2018-04-04,single
12565,Hey Mama,2CR3rZKwLWNMXDLooqpFHV,"('Nathaniel Rateliff & The Night Sweats',)","('02seUFsFQP7TH4hLrTj77o',)",60,240666,0.5,0.55,-8.447,1,0.189,0.522,76.04,2018-03-09,album
12566,2 Gone,0aX2TCQRU3FHUMrOagZi2k,"('CVBZ',)","('0pt7PX4Hftlg8mV1ySU84Q',)",59,190252,0.699,0.873,-3.096,1,0.141,0.658,99.938,2018-07-13,single
12567,Tie Me Down (with Elley Duhé) - Steve Aoki Remix,27dtcjTLGUeR9mw1cwF6mn,"('Gryffin', 'Elley Duhé', 'Steve Aoki')","('2ZRQcIgzPCVaT9XKhXZIzh', '67MNhiAICFY6Pwc2YxCO0K', '77AiFEVeAVj2ORpC85QVJs')",62,189818,0.715,0.788,-4.271,1,0.0874,0.372,110.041,2018-12-19,single
12568,Girl - Acoustic,21xRlfE6OjTAFQ4wd9u8IU,"('SYML',)","('6AyATGg7mDgBlZ4N5uNog0',)",68,211881,0.413,0.272,-11.568,1,0.945,0.355,109.69,2018-08-17,single
12569,Painkillers,6fc51JZVE0Yijdi6RuoLFv,"('Rainbow Kitten Surprise',)","('4hz8tIajF2INpgM0qzPJz2',)",59,213973,0.754,0.405,-11.547,1,0.466,0.0843,114.938,2018-04-06,album
12570,Maybe It's Time,6jMbPsH6lTOLs5n8Af26AG,"('Bradley Cooper',)","('4VIvfOurcf0vuLRxLkGnIG',)",67,159293,0.699,0.282,-7.65,1,0.798,0.359,79.776,2018-10-05,album
12571,Beam Effect,4i3OADmKy6QQYEbn5GkdYD,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",58,134713,0.793,0.752,-5.161,0,0.0702,0.695,82.524,2018-12-20,album
12572,Naturaleza,7nusMe2WRMNH3szeIOaAWD,"('Anuel AA',)","('2R21vXR83lH98kGeO99Y66',)",67,215488,0.564,0.726,-4.89,1,0.642,0.598,195.989,2018-07-17,album
12573,Jungle,30hAOjCG6aftu6uuYVYGZI,"('Yungeen Ace', 'JayDaYoungan')","('7hj7ffJe6UkF1gsMpuweSI', '0E3pLs4jXz9tDQGY8m1A1d')",58,206368,0.757,0.74,-5.763,0,0.145,0.287,139.956,2018-08-03,album
12574,Coming Down (Live),5wQ22DdiU6MEDEfron2yMC,"('Tyler Childers',)","('13ZEDW6vyBF12HYcZRr4EV',)",57,213893,0.497,0.182,-14.019,1,0.932,0.378,135.775,2018-06-29,album
12575,Mama's Hand,5u9QCfx2tcv8QJbKb2WFuq,"('Queen Naija',)","('3nViOFa3kZW8OMSNOzwr98',)",59,240156,0.35,0.581,-4.946,0,0.129,0.214,164.233,2018-07-27,single
12576,Lately,5awvelCGpDQHwgZem0ira9,"('Forrest.', 'Biskwiq', 'Ryce')","('6chWbUfdu6ibyaCXM1w8kQ', '7J4Pg0NGyrWoMrROYhnlP6', '0gKR8NI5vgeG9kCyt8q06v')",60,207000,0.718,0.632,-4.011,1,0.213,0.859,160.039,2018-11-01,single
12577,Nobody Cares,4CALLtGlZBwdpfQvMQvhH2,"('Kina',)","('4qIVPF0s71ZYW3qzhu5GkF',)",65,175229,0.657,0.159,-15.618,0,0.725,0.0833,100.018,2018-03-05,single
12578,Calma,6aLJnupvPpT9HLv3xaUhe1,"('Pedro Capó',)","('4QVBYiagIaa6ZGSPMbybpy',)",73,180065,0.737,0.634,-5.331,1,0.199,0.55,126.926,2018-07-20,single
12579,IDWK,5BLRlpMYsxeMMOjrcWRhIs,"('DVBBS', 'blackbear')","('5X4LWwbUFNzPkEas04uU82', '2cFrymmkijnjDg9SS92EPM')",63,179999,0.718,0.846,-6.157,1,0.0026,0.407,115.002,2018-06-01,single
12580,Steve,211LaT5hzPOKolVtgzwWnq,"('Alec Benjamin',)","('5IH6FPUwQTxPSXurCrcIov',)",63,173487,0.348,0.353,-9.012,1,0.845,0.866,80.558,2018-11-16,album
12581,La Ocasión,20pJKlNIU3J1CrvhBr1kQ8,"('DJ Luian', 'Mambo Kingz', 'De La Ghetto', 'Arcangel', 'Ozuna', 'Anuel AA')","('64aJYyrXljOodnUG6jvhRD', '2T1aUibqR2QC2sINIDQOAK', '3EiLUeyEcA6fbRPSHkG5kb', '4SsVbpTthjScTS7U2hmr1X', '1i8SpTcr7yvPOmcqrbnVXY', '2R21vXR83lH98kGeO99Y66')",68,336149,0.739,0.627,-6.063,0,0.293,0.251,134.045,2018-03-16,single
12582,Scrape,6o6DWg7TwbWNOXKNQw0sFa,"('$uicideBoy$',)","('1VPmR4DJC1PlOtd0IADAO0',)",61,103836,0.671,0.727,-6.143,1,0.00962,0.302,148.005,2018-11-13,single
12583,Better Now,1qlgw9MTX3xLaM8YH2OyAv,"('Blanks',)","('7geo7fjTQyp13Wf2ALTZCF',)",62,176000,0.744,0.906,-7.027,1,0.437,0.902,120.019,2018-08-14,single
12584,Venom - Music From The Motion Picture,3kpYJjvM8Ja6btr5hEJLWc,"('Eminem',)","('7dGJo4pcD2V6oG8kP0tJRR',)",67,269573,0.75,0.789,-5.058,1,0.0148,0.467,135.954,2018-09-21,single
12585,Target,13K3BqdOYYMepkNQPWL1DZ,"('YBN Cordae',)","('0huGjMyP507tBCARyzSkrv',)",59,142050,0.833,0.643,-6.992,1,0.0114,0.44,161.949,2018-09-07,album
12586,Again,7pHECccR6FiKZqFhjULGbB,"('Sasha Sloan',)","('4xnihxcoXWK3UqryOSnbw5',)",64,194375,0.619,0.554,-10.222,0,0.772,0.634,148.972,2018-11-29,single
12587,Open Safe,7EgI0dCaQuHFe3OTj5EpWI,"('Lil Wayne',)","('55Aa2cqylxrFIXC767Z865',)",59,223938,0.929,0.598,-5.373,1,0.00705,0.501,96.012,2018-09-28,album
12588,Moving Along,4UQajPk0EPvbwWTl0fYi4C,"('5 Seconds of Summer',)","('5Rl15oVamLq7FbSb0NNBNy',)",64,197517,0.713,0.829,-4.297,0,0.00529,0.845,149.996,2018-06-15,album
12589,Fuck with You (feat. Tory Lanez),6jLzD3MKPmRp58AWTTQnBw,"('Kodak Black', 'Tory Lanez')","('46SHBwWsqBkxI7EeeBEQG7', '2jku7tDXc6XoB6MO2hFuqg')",59,215166,0.697,0.593,-5.927,1,0.121,0.243,140.017,2018-02-14,album
12590,Culpables,3RD0PGolM0mETGHaprwgMn,"('Manuel Turizo',)","('0tmwSHipWxN12fsoLcFU3B',)",73,233929,0.573,0.31,-11.134,1,0.94,0.764,177.601,2018-07-27,single
12591,In Too Deep,6z3OqZBR4v3w6s0w6dSVhF,"(""Why Don't We"",)","('2jnIB6XdLvnJUeNTy5A0J2',)",63,194506,0.658,0.442,-6.688,0,0.256,0.249,152.023,2018-08-31,album
12592,Reggaetón Lento (Remix),58gqyeFXhOttZW3yetJGPN,"('CNCO', 'Little Mix')","('0eecdvMrqBftK0M1VKhaF4', '3e7awlrlDSwF3iM0WBjGMp')",71,188800,0.534,0.911,-3.086,0,0.15,0.624,93.767,2018-04-06,album
12593,Kyrie,4mOPVJGfWXH0wPFA6xeRDz,"('88GLAM',)","('2I9SLklAOG0vdMiUUMNxRl',)",61,204615,0.714,0.63,-5.69,0,0.332,0.366,156.112,2018-04-27,album
12594,Open Letter,2DnH4XlEkghUdE8ymdVom5,"('Lil Wayne',)","('55Aa2cqylxrFIXC767Z865',)",59,269286,0.769,0.55,-6.299,0,0.0283,0.36,97.01,2018-09-28,album
12595,Your Wings,50xNWlzb3BOyCUgjB2nlv8,"('Lauren Daigle',)","('40LHVA5BTQp9RxHOQ9JPYj',)",60,148026,0.714,0.655,-5.737,0,0.628,0.614,75.996,2018-09-07,album
12596,DoIHaveTheSause?,31vQpwkKkA1OhNRo7rzNZ4,"('Ski Mask The Slump God',)","('2rhFzFmezpnW82MNqEKVry',)",60,178840,0.606,0.621,-5.914,1,0.55,0.37,75.048,2018-05-11,album
12597,4 AM,0hWrHcfOartxb2kWRKB1JE,"('Austin Gray',)","('6NeJT4RvUWch89vxbtypAR',)",57,44773,0.166,0.442,-9.792,1,2.98e-05,0.576,219.426,2018-10-01,album
12598,Stay,1GXuVOHHqIUKgfL9szuGTs,"('Iamjakehill',)","('26JloX1vHxGGrGUVeMItFJ',)",62,185091,0.728,0.668,-8.386,0,0.811,0.857,82.967,2018-04-15,album
12599,Friends,3ojPFYU95S04C8Si9aX1oP,"('Yung Tory',)","('392I9I5QMSyoA0FmI5pVfx',)",61,170624,0.794,0.364,-12.232,1,0.262,0.505,96.052,2018-05-28,single
12600,Timing,4YispFW4Atf5liJToaW01i,"('YK Osiris',)","('7meyrw7Or5DwteYxDJrkCM',)",59,186960,0.715,0.72,-5.354,0,0.07,0.52,145.076,2018-07-06,single
12601,Asking for a Friend,5mXOdtyPOL6GEuZdCyHSsb,"('Devin Dawson',)","('2ySHS7UojGu20XfUPaBlyu',)",60,239280,0.713,0.527,-7.512,1,0.238,0.445,123.006,2018-01-19,album
12602,Lonely Alone,5226Ocpr2cbudvurouwNUF,"('Chelsea Cutler', 'Jeremy Zucker')","('5JMLG56F1X5mFmWNmS0iAp', '3gIRvgZssIb9aiirIg0nI3')",61,193786,0.857,0.22,-14.115,1,0.789,0.583,100.976,2018-06-08,album
12603,Ooh Yea (feat. Ty Dolla $ign),5hNAgr4yRjR5loFVRcwYgu,"('Fabolous', 'Ty Dolla $ign')","('0YWxKQj2Go9CGHCp77UOyy', '7c0XG5cIJTrrAgEC3ULPiq')",61,208026,0.77,0.607,-6.102,0,0.659,0.747,150.006,2018-07-13,single
12604,Heartbreak,32ba0Jf4FfjK5mZOy0Mctq,"('SadBoyProlific', 'Kuzu Mellow')","('0inkJpjAKDnQOv2VHBCU0Z', '30zfTLecaC1zCXFXGTYNWB')",61,205740,0.862,0.357,-20.128,1,0.502,0.519,140.026,2018-11-23,single
12605,Wilson (Expensive Mistakes),2W6kVW3UZ3hwr4qbfCDp6B,"('Fall Out Boy',)","('4UXqAaa6dQYAk18Lv7PEgX',)",62,216933,0.492,0.805,-4.372,1,0.0241,0.66,152.035,2018-01-19,album
12606,Hills and Horizons,1MfeZZwkOZP5gpCfZCzKiJ,"('Fujitsu',)","('2a42gzUH51UAvwcfy0N6JT',)",62,125217,0.927,0.405,-14.049,1,0.439,0.694,137.952,2018-06-19,single
12607,Curious,5btaVjrLBxTvXNmCv5DrW2,"('Hayley Kiyoko',)","('3LjhVl7GzYsza1biQjTpaN',)",62,183280,0.788,0.703,-5.986,0,0.0753,0.442,104.049,2018-03-30,album
12608,"10,000 Hours",1mklEaSnZ6Vl4cHZ6AnnNC,"('PRETTYMUCH',)","('5Y8eJDj37KhaEeqbVO7Ag1',)",62,193095,0.616,0.803,-4.794,1,0.0512,0.51,137.924,2018-04-19,single
12609,Fred Astaire,6JgXQTdqLL1xS5qfqOGVNb,"('Jukebox The Ghost',)","('0L8jXe7QeS9oYUoXbANmX4',)",59,219000,0.605,0.71,-4.75,1,0.0244,0.691,110.171,2018-03-30,album
12610,Calidad Y Cantidad,0nfp44XFmPrLDMMmYfNIP3,"('La Arrolladora Banda El Limón De Rene Camacho',)","('5bSfBBCxY8QAk4Pifveisz',)",68,210106,0.712,0.42,-6.905,1,0.141,0.571,129.908,2018-03-23,album
12611,Forever Right Now,3O4DdB07AoPwvy1fsIToiT,"('Conor Matthews',)","('5iWU68xnsNiacwbt1fYEcq',)",59,141828,0.753,0.679,-4.792,1,0.139,0.688,117.961,2018-10-26,single
12612,Where'd U Go - Thoreau Rework,3p7QdyY9RFucHRkeEugVTV,"('ILLENIUM', 'Said the Sky', 'Thoreau')","('45eNHdiiabvmbp4erw26rg', '4LZ4De2MoO3lP6QaNCfvcu', '0mXq227LEoIqWSv4bTuGe2')",60,215172,0.491,0.84,-8.497,1,0.303,0.454,174.027,2018-06-18,album
12613,I Don't Wanna Go,1MOaO6K6N4U55utUuudcwm,"('Chris Renzema',)","('2hIvOHaLTl9XCyCbNPwYzT',)",58,393147,0.518,0.404,-7.844,1,0.427,0.348,154.103,2018-03-30,album
12614,Midnight Thoughts,19NEYj0nF2FHMr9X2HYxQd,"('SadBoyProlific',)","('0inkJpjAKDnQOv2VHBCU0Z',)",61,124891,0.703,0.39,-16.091,1,0.416,0.624,79.884,2018-11-27,single
12615,Suncity (feat. Empress Of),4AhSkRYioEIfGvCV19peYN,"('Khalid', 'Empress Of')","('6LuN9FCkKOj5PcnpouEgny', '5QuBVnBPEzwYvFrgBbwpmU')",67,189493,0.695,0.639,-6.897,0,0.107,0.344,90.027,2018-10-18,album
12616,Midnight Blues,5HYSOEDwblGTVSh88TZnet,"('UMI',)","('4ClziihVpBeFXNyDH83Lde',)",60,147304,0.763,0.494,-6.857,0,0.965,0.347,88.011,2018-01-25,single
12617,Oouuh,079mtESlfnN0BTYsaiEXuY,"('Fredo Bang',)","('4yTmEo2clwWq2jwelvqgVv',)",57,167280,0.766,0.74,-5.706,0,0.452,0.78,154.982,2018-07-13,single
12618,Traicionera,4Ft0391aLVNtCPPseh98lp,"('Sebastian Yatra',)","('07YUOmWljBTXwIseAUd9TW',)",74,229386,0.775,0.679,-4.985,1,0.147,0.674,91.0,2018-05-18,album
12619,Delta,39r3UkUOYMh9pPQmKSZnuE,"('Mumford & Sons',)","('3gd8FJtBJtkRxdfbTu19U2',)",58,376239,0.539,0.431,-10.117,1,0.111,0.204,119.489,2018-11-16,album
12620,Attention (feat. Offset),16wWFYS9S4hKBk2Ofj3Ss6,"('Rich Brian', 'Offset')","('2IDLDx25HU1nQMKde4n61a', '4DdkRBBYG6Yk9Ka8tdJ9BW')",62,170200,0.884,0.547,-7.492,1,0.0438,0.425,158.019,2018-02-02,album
12621,i feel like chet,1JFCxETWjhVCQU0HxNGpdg,"('mxmtoon',)","('0HthCchcL0kVLHTr113Vk1',)",60,183242,0.532,0.161,-14.953,0,0.912,0.332,134.905,2018-12-07,album
12622,Pay You Back (feat. 21 Savage),0UNeNA0dcfUMsGxvLwf2p3,"('Meek Mill', '21 Savage')","('20sxb77xiYeusSH8cVdatc', '1URnnhqYAYcrqrcwql10ft')",60,235262,0.821,0.694,-5.169,1,0.03,0.23,85.047,2018-11-30,album
12623,Fool of Myself,2m1EQGGjWt8z4rqcjyzFoR,"('The Band CAMINO',)","('6d4jrmreCmsenscuieJERc',)",58,213214,0.546,0.551,-5.861,1,0.319,0.726,153.617,2018-05-25,single
12624,Subete,6CWMm2mJOrKyDH4W1X5d06,"('Lary Over', 'Lirico En La Casa')","('1jSjfSgDjedJdi5MoyRu78', '1Vr7DTbtTpOp4tn4hAGOYo')",69,224018,0.888,0.864,-2.11,0,0.609,0.77,115.96,2018-09-06,single
12625,Voice Mail,52qBYCKnouYS2nYgJO2B3H,"('Shordie Shordie',)","('5fyvTyetDr7gvLafBsEEhU',)",58,163423,0.75,0.324,-14.567,1,0.12,0.59,153.14,2018-12-08,album
12626,YSIV,3irKogkH8P1B1nONmEcHgY,"('Logic',)","('4xRYI6VqpkE3UwrDrAZL8L',)",61,369240,0.758,0.782,-6.153,0,0.0821,0.676,91.073,2018-09-28,album
12627,Voicemail,4Oi9e9Ajh72JUhQqI87kGc,"('Russ',)","('1z7b1Pr1rSlvWRzsW3HOrS',)",62,189133,0.801,0.705,-1.756,0,0.0198,0.358,86.984,2018-09-07,album
12628,You and Me,2RuOeqFMhuYLVGbgGPQx2l,"('Shallou',)","('7C3Cbtr2PkH2l4tOGhtCsk',)",57,234228,0.642,0.551,-8.411,0,0.26,0.145,113.079,2018-04-27,album
12629,Such A Simple Thing,4PuUa8e5s7P3Zv1IdCGIsa,"('Ray LaMontagne',)","('6DoH7ywD5BcQvjloe9OcIj',)",64,296386,0.522,0.256,-11.216,1,0.86,0.13,76.35,2018-05-18,album
12630,Tu Olor,48aHJHJyNBcuYIFGMrT5cQ,"('Ozuna',)","('1i8SpTcr7yvPOmcqrbnVXY',)",64,193893,0.882,0.802,-4.298,0,0.194,0.67,97.019,2018-08-24,album
12631,La Pua de los Alambres,6w4rRL2tTre4TrHK8MRujj,"('Kanales',)","('6tV9ApzzUMjXsFNHpgZmvA',)",60,183631,0.715,0.564,-4.387,1,0.772,0.965,96.27,2018-09-14,single
12632,Cold,0nKpHGrnuejevp6openGaF,"('Rich Brian',)","('2IDLDx25HU1nQMKde4n61a',)",62,228432,0.648,0.734,-6.289,1,0.368,0.196,167.044,2018-02-02,album
12633,Morir Con Estilo,67IVb0JYuW6Wcd66CysHzB,"('Regulo Caro',)","('0YRwUbRxrawmnBdixwJi5W',)",64,209825,0.701,0.58,-5.14,0,0.703,0.73,99.811,2018-01-19,album
12634,Round n Round,5497yyygT4ijwXH4swmQ86,"('Landon Cube', 'sprite lee')","('04ei5kNgmDuNAydFhhIHnD', '54cPeLoDO9VDi7DstMwGE0')",60,184528,0.581,0.474,-10.554,0,0.0666,0.185,77.976,2018-04-24,single
12635,Affection,2lTtnKQgjbrBA1qnOFhBkP,"('BETWEEN FRIENDS',)","('2HkSsS8O2U2gPhnCGVN5vn',)",61,235225,0.273,0.565,-7.283,1,0.516,0.298,179.518,2018-04-05,single
12636,Mi Sorpresa Fuiste Tú,7M8JZ3rGNZgDCrcpDB2k37,"('Calibre 50',)","('4jogXSSvlyMkODGSZ2wc2P',)",65,230306,0.568,0.435,-6.152,1,0.624,0.612,159.881,2018-06-15,single
12637,Counting Every Blessing,0lATXmstYwzQjOLgkzvnEc,"('Rend Collective',)","('11Y54BxlxC3UIAUkU2eadQ',)",60,302780,0.55,0.681,-4.759,1,0.136,0.174,89.989,2018-01-19,album
12638,Do You Understand? (feat. Gunna & Tory Lanez),4Bly6nsiynuA2giYBIOuMz,"('Shy Glizzy', 'Gunna', 'Tory Lanez')","('1DvtabXAjfrMihPP6JQdHs', '2hlmm7s2ICUX0LVIhVFlZQ', '2jku7tDXc6XoB6MO2hFuqg')",59,279256,0.878,0.527,-5.194,0,0.0583,0.178,129.964,2018-06-08,single
12639,Wildflowers,1VJ4tttfxHq0Eu5x2nTCvx,"('Trampled by Turtles',)","('3GjVVVcFmUgEJEAAsbGkf4',)",62,168849,0.495,0.444,-8.617,1,0.327,0.65,105.431,2018-07-13,single
12640,Renai Circulation,5P8lyudWE7HQxb4ludLbEm,"('MONOGATARI Series',)","('40TZacDxyc40SnO2x8w5Kd',)",65,255040,0.814,0.785,-5.679,0,0.0524,0.941,120.009,2018-11-02,album
12641,Who You Say I Am - Studio Version,2KngtvMAc2wmPipizcEnce,"('Hillsong Worship',)","('3SgHzT552wy2W8pNLaLk24',)",57,198704,0.376,0.65,-8.147,1,0.00406,0.321,171.907,2018-06-15,single
12642,Thug Nigga Life,3rOQIa4hhEPWeC612Y9Ruq,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",58,112085,0.674,0.644,-6.56,0,0.0864,0.625,160.11,2018-12-20,album
12643,W.I.N.,5OxGWmF7NIZ1q2JM3bxeOr,"('Mike Stud',)","('5G9kmDLg3OeUyj8KVBLzbu',)",59,170057,0.794,0.498,-8.661,0,0.228,0.215,76.022,2018-11-12,album
12644,Where The Bag At,7GlZhPkCA259c3ICFU0eaG,"('City Girls',)","('37hAfseJWi0G3Scife12Il',)",59,200560,0.723,0.747,-4.266,1,0.0257,0.421,175.994,2018-05-11,album
12645,One Night Only,74fQgHleHZ4V7Gm1XYcGkj,"('Sonder',)","('2ICR2m4hOBPhaYiZB3rnLW',)",60,195909,0.874,0.405,-5.783,1,0.276,0.777,119.992,2018-02-09,single
12646,Majesty (with Labrinth & feat. Eminem),38TgLPNHsPzgqri5G4SPun,"('Nicki Minaj', 'Labrinth', 'Eminem')","('0hCNtLu0JehylgoiP8L4Gh', '2feDdbD5araYcm6JhFHHw7', '7dGJo4pcD2V6oG8kP0tJRR')",64,295653,0.81,0.73,-5.209,0,0.313,0.568,157.003,2018-08-10,album
12647,Black Cloud,21kV4OQy3uxhXoiLZtWOxz,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",57,187300,0.77,0.532,-7.127,0,0.197,0.132,145.037,2018-09-21,album
12648,This One's for You,7C5jpdJ6XQhK5Qh96SqB1d,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",59,230240,0.499,0.497,-7.811,1,0.444,0.235,149.278,2018-06-01,album
