,Track_Name,Track_Id,Artists_All,Artists_IDs,popularity,LengthOfTrack_sec,danceability,energy,loudness,mode_Major1happier,acousticness,valence,tempo,album_type
4824,"Chorale partita - Christ, der du bist der helle Tag, BWV 766 - Partita IV: Partita IV",2A1dt58T0eQItFONkJe6IN,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,50.316,0.232,0.0708,-32.889,0,0.896,0.301,89.828,album
4825,"""Neumeister chorales"" - Herr Jesu Christ, du höchstes Gut, BWV 1114: BWV 1114",2CUYFP6ZuJdf0eFt4O08Gp,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,221.225,0.0621,0.0196,-33.371,0,0.992,0.108,67.939,album
4826,"Canonic Variation – Vom Himmel hoch, da komm ich her, BWV 769 - Variatio 5 L'altra sorte del canone al rovescio: Variatio 5 L'altra sorte del canone al rovescio",2K7MsYDdUyo0f1xXupiJrw,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,213.989,0.0799,0.125,-19.902,1,0.635,0.108,66.6,album
4827,"Chorale partita - O Gott, du frommer Gott, BWV 767 - Partita IV: Partita IV",2OYUy1qQFVwvgOO2vftUcI,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,46.13,0.211,0.0691,-34.625,0,0.953,0.747,97.378,album
4828,"Chorale partita - Sei gegrüßet, Jesu gütig, BWV 768 - Variation VI: Variation VI",2TLJwBM43m2xzNvvZ2Mnnd,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",5,100.024,0.194,0.0134,-30.91,0,0.934,0.0392,84.031,album
4829,"Chorale partita - Sei gegrüßet, Jesu gütig, BWV 768 - Variation X: Variation X",2WUPPJIT6nDV9UGnX6LvDi,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",5,248.369,0.116,0.0517,-26.191,0,0.955,0.163,94.513,album
4830,"Chorale partita - O Gott, du frommer Gott, BWV 767 - Partita VII: Partita VII",2hN3NR5jJNRenz5U6FvtyI,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,118.451,0.0789,0.00746,-36.015,0,0.949,0.208,74.242,album
4831,"""Schübler chorales"" - Meine Seele erhebt den Herren, BWV 648: BWV 648",2jChLo1CI0XDiR77l1Gzgd,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,149.505,0.0592,0.000898,-43.71,0,0.982,0.105,68.684,album
4832,"Trio D Minor, BWV 583",2knQJd3L0qtaaWAnYn5zfW,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,294.074,0.064,0.00689,-37.633,0,0.979,0.137,70.779,album
4833,"""Schübler chorales"" - Wachet auf, ruft uns die Stimme, BWV 645: BWV 645",2mvYIF7oeRwHetY1F7EaGl,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,223.541,0.205,0.0708,-28.183,1,0.843,0.177,68.157,album
4834,"Pastorale F Major, BWV 590 - Alla Gigue: Alla Gigue",2sju1hCeD5E3je5l99x4kL,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",5,254.77,0.0681,0.0418,-30.826,1,0.983,0.188,71.354,album
4835,"Chorale partita - Christ, der du bist der helle Tag, BWV 766 - Partita I: Partita I",2yig9fWkBMG8RhfhntUrKl,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,45.541,0.192,0.00557,-24.491,0,0.96,0.271,76.331,album
4836,"""Eighteen Leipziger chorales"" - Nun komm, der Heiden Heiland, BWV 660: BWV 660",31JC6QQNiDZIhEyibKINsu,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",4,225.33,0.119,0.0137,-26.727,0,0.969,0.0967,69.336,album
4837,"Chorale partita - O Gott, du frommer Gott, BWV 767 - Partita II: Partita II",344k2I1J91ND9kC45t4sU9,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,156.086,0.164,0.00479,-40.548,0,0.983,0.144,74.219,album
4838,"Prelude C Major, BWV 545",36Mpw0IW6T44koGqnrGx01,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,108.527,0.184,0.356,-13.944,1,0.813,0.353,88.99,album
4839,"Chorale partita - Sei gegrüßet, Jesu gütig, BWV 768 - Variation VIII: Variation VIII",37yd7heXifHj5y0ZxjZxpQ,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",5,76.197,0.216,0.00768,-33.688,0,0.967,0.238,76.927,album
4840,"""Schübler chorales"" - Wer nur den lieben Gott lässt walten, BWV 647: BWV 647",3O9NCqYE7BfBVE3kRE3OQG,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,221.458,0.167,0.00629,-38.833,0,0.989,0.199,112.197,album
4841,"Fantasia C Major, BWV 573",3PaVbGy3vva74KhsNpSwAk,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",1,46.497,0.239,0.0606,-26.347,1,0.978,0.357,79.584,album
4842,"""Kirnberger chorales "" - Liebster Jesu, wir sind hier, BWV 731: BWV 731",3PqgKdFi7rzSVmPG16jQGe,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",1,160.479,0.2,0.000627,-35.383,1,0.986,0.189,62.738,album
4843,"""Neumeister chorales"" - Ich hab mein Sach Gott heimgestellt, BWV 1113: BWV 1113",3TVbwVVqhejY8vKAjandGi,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,140.896,0.0985,0.046,-23.383,0,0.967,0.197,87.024,album
4844,"Trio sonata E Minor, BWV 528 - Andante: Andante",3XDu1y90qnMKZdnjN1qKJG,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,276.604,0.0745,0.00249,-42.388,0,0.969,0.0909,81.131,album
4845,"""Eighteen Leipziger chorales"" - Schmücke dich, o liebe Seele, BWV 654: ""Achtzehn Leipziger Choräle"" - Schmücke dich, o liebe Seele, BWV 654",3Y8TmRwBQ74GnTLcrlWguP,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",7,378.191,0.134,0.0633,-28.971,1,0.956,0.038,70.052,album
4846,"Chorale partita - Sei gegrüßet, Jesu gütig, BWV 768 - Variation IV: Variation IV",3YuPlFBQSk4ZBc2cA6BggX,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",5,61.159,0.211,0.0213,-31.717,0,0.992,0.141,61.382,album
4847,"Chorale partita - Sei gegrüßet, Jesu gütig, BWV 768 - Variation I: Variation I",3pFCsMndlBBz8G1JCNMwO2,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",6,165.765,0.152,0.0402,-27.814,0,0.979,0.0908,69.657,album
4848,"Chorale partita - Christ, der du bist der helle Tag, BWV 766 - Partita V: Partita V",3sCSwN3txHXc2eiNSU8Fqp,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,106.012,0.0674,0.00738,-38.297,0,0.984,0.155,47.505,album
4849,"""Neumeister chorales"" - Alle Menschen müssen sterben, BWV 1117: BWV 1117",469xoVxBPbihqY2KZbxYG0,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,132.545,0.175,0.235,-16.03,1,0.884,0.27,89.018,album
4850,"""Kirnberger chorales "" - Liebster Jesu, wir sind hier, BWV 730: BWV 730",4EbH5UebRJTXJdrAyCRQhI,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",1,113.025,0.122,0.000589,-32.964,0,0.933,0.24,85.248,album
4851,"Chorale partita - Sei gegrüßet, Jesu gütig, BWV 768 - Variation IX: Variation IX",4KFBioYSvQYPhspNGOZXyk,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",5,70.525,0.228,0.119,-24.874,0,0.982,0.429,73.089,album
4852,"Fugue B Minor, BWV 579",4NTgfHEjnknuwEBHtf0tMZ,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,335.108,0.0712,0.0196,-28.341,0,0.981,0.0846,77.395,album
4853,"Fantasia C Major, BWV 570",4QPMJI26UxvZ8dm9IS57Bq,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",1,162.053,0.125,0.0023,-31.248,1,0.906,0.101,69.91,album
4854,"Allabreve D Major, BWV 589",4U5avGYGqBZe4U9iHmWYNq,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,309.77,0.0663,0.229,-16.025,1,0.655,0.164,73.385,album
4855,"Fantasia G Major, BWV 572",4aXajwwFhRB16nMOWcXx0t,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",1,524.5,0.108,0.218,-15.725,1,0.77,0.0813,67.674,album
4856,"Pastorale F Major, BWV 590 - Alla Siciliana: Alla Siciliana",4eK297AAzoLXDOwsSrdNwX,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",5,140.052,0.106,0.0134,-33.241,1,0.959,0.04,64.852,album
4857,"Prelude and fugue, BWV 552: Fugue E-Flat Major, BWV 552",4eL9T6QiFPkBEBgZLuJVfo,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",7,367.622,0.0634,0.21,-15.107,1,0.889,0.104,71.473,album
4858,"""Kirnberger chorales "" - Allein Gott in der Höh sei Ehr, BWV 711: BWV 711",4fzCFzhwBfawIMQp2CWhMT,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,202.457,0.192,0.04,-27.431,1,0.995,0.273,77.924,album
4859,"Concerto D Minor after Antonio Vivaldi, BWV 596 - Fuga: Fuga",4hhdSo4JmTsUUHSv6Q0qy7,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",4,212.715,0.167,0.198,-18.734,0,0.861,0.0977,84.225,album
4860,"Prelude and fugue A Major , BWV 536: Fugue A Major , BWV 536",4i74W5NakgR3aPy67ipy5y,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",5,290.311,0.16,0.0868,-22.352,1,0.968,0.0725,133.186,album
4861,"""Orgelbüchlein"" - In dich hab ich gehoffet, Herr, BWV 640: BWV 640",4lKw9nCUAPAAeIhQPNmMaf,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",1,76.927,0.178,0.0346,-32.337,0,0.933,0.185,117.149,album
4862,"Prelude D Minor, BWV 539",4rQDan8742SvbfiL1njhyI,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",1,126.431,0.198,0.00781,-29.523,0,0.964,0.117,45.302,album
4863,"Canzona D Minor, BWV 588",4xDsuXIKrbJnDoWGNGsMk3,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,329.47,0.108,0.00852,-31.203,0,0.978,0.0397,66.108,album
4864,"Canonic Variation – Vom Himmel hoch, da komm ich her, BWV 769 - Variatio 1 nel canone all'ottava: Variatio 1 nel canone all'ottava",4xklJ6HnR2IMa7P8c7ppfO,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",4,87.875,0.175,0.0719,-27.916,1,0.98,0.0886,134.149,album
4865,"""Kirnberger chorales """" - Ach Gott vom Himmel sieh darein, BWV 741: BWV 741",4zB4B0qLpaElbgTEMczIAz,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",1,268.44,0.221,0.215,-16.404,0,0.865,0.0882,60.641,album
4866,"Prelude and fugue G Major, BWV 550: Fugue G Major, BWV 550",52MjLcTg0N0vZDcNoDhdEr,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,246.144,0.243,0.341,-15.08,1,0.758,0.362,75.753,album
4867,"""Kirnberger chorales"" - Vom Himmel hoch, da komm ich her, BWV 738: BWV 738",52vgpo7mci4jT6qWrLSToQ,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,73.941,0.181,0.168,-18.652,1,0.739,0.173,131.128,album
4868,"Pastorale F Major, BWV 590 - Aria: Aria",55Ai9EXrmFznNAQlpCiXwE,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",5,163.351,0.172,0.00737,-38.78,0,0.952,0.0878,124.386,album
4869,"Chorale partita - Sei gegrüßet, Jesu gütig, BWV 768 - Variation XI: Variation XI",55JeTz5flX8vWVRhDoZ4zr,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",5,77.87,0.226,0.185,-14.759,0,0.907,0.277,47.833,album
4870,"Chorale partita - O Gott, du frommer Gott, BWV 767 - Partita VIII: Partita VIII",55g9XwgKflzfH7q1WluAs1,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,145.259,0.12,0.016,-32.91,0,0.975,0.114,72.713,album
4871,"""Orgelbüchlein"" - Alle Menschen müssen sterben, BWV 643: BWV 643",5Cn8OGTFhtv1Ysa4JHQajw,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,87.427,0.188,0.00224,-34.088,1,0.914,0.422,68.793,album
4872,"""Kirnberger chorales"" - In dulci jubilo, BWV 729: BWV 729",5DiAYcx7BYHpwyuHz0NC1i,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,146.229,0.0634,0.37,-13.442,1,0.917,0.221,64.504,album
4873,"""Neumeister chorales"" - Was Gott tut, das ist wohlgetan, BWV 1116: BWV 1116",5GUKFgLQpz1YK8l8d40xIk,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,110.493,0.153,0.00583,-32.364,1,0.986,0.274,96.684,album
4874,"Fugue C Minor, BWV 537",5GrT5CSpE01I2NmhIl6d8b,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,241.847,0.16,0.225,-18.746,0,0.85,0.172,68.146,album
4875,"Prelude G Major, BWV 550",5HHWwHRu1HiuLtCVaLW3l2,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,140.639,0.136,0.326,-13.035,1,0.804,0.25,87.986,album
4876,"Fugue C Minor, BWV 575",5IDOpyN40pxdSDfwVsu1My,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,269.034,0.2,0.112,-22.97,0,0.965,0.303,81.176,album
4877,"Keyboard Sonata in D Minor, BWV 964: III. Andante",5L5To3XtatmSrC79smdWSO,"('Johann Sebastian Bach', 'Alexandra Papastefanou')","('5aIqB5nVVvmFsvSdExz408', '5sPok1nKe7zxDhfPXTBIn2')",7,289.453,0.355,0.0158,-30.428,1,0.995,0.133,66.919,album
4878,"Chorale partita - Christ, der du bist der helle Tag, BWV 766 - Partita VII: Partita VII",5LDr24EQIJVWTVoIGBPrKh,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,112.104,0.158,0.169,-18.036,0,0.789,0.108,69.732,album
4879,"Trio sonate C Major, BWV 529 - Allegro: Allegro",5PZZCKvgCygRNQglr0XCnR,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",4,233.949,0.0662,0.126,-26.596,1,0.78,0.282,64.728,album
4880,"Chorale partita - Christ, der du bist der helle Tag, BWV 766 - Partita VI: Partita VI",5Q32eUavFjl3sy7fEz17Ll,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,58.051,0.182,0.166,-21.261,0,0.9,0.444,118.776,album
4881,"Trio sonata E Minor, BWV 528 - Adagio, Vivace: Adagio, Vivace",5Ys633rYClsIb4rcNijbUz,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,163.862,0.0968,0.0379,-31.106,0,0.916,0.188,86.749,album
4882,"Canonic Variation – Vom Himmel hoch, da komm ich her, BWV 769 - Variatio 4 per augmentationem nel canone all'ottava: Variatio 4 per augmentationem nel canone all'ottava",5bqe8FUtdW9jayVHvwIWhv,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,247.875,0.062,0.0425,-24.709,1,0.978,0.0398,65.178,album
4883,"""Eighteen Leipziger chorales"" - Von Gott will ich nicht lassen, BWV 658: BWV 658",5im1SNwL2rWROumScdavkY,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",1,226.86,0.0894,0.00972,-35.061,0,0.98,0.103,86.11,album
4884,"Chorale partita - Sei gegrüßet, Jesu gütig, BWV 768 - Variation II: Variation II",5nJEY1zx3yY8AEsPi063ho,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",5,67.954,0.146,0.00273,-37.333,0,0.989,0.283,137.668,album
4885,"Canonic Variation – Vom Himmel hoch, da komm ich her, BWV 769 - Variatio 3 Canone alla settima: Variatio 3 Canone alla settima",5okHwG0AP9gIsyxsNHJ9ht,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,162.136,0.175,0.00693,-31.568,1,0.915,0.159,62.549,album
4886,"Herr Jesu Christ Dich Zu Uns Wendt, BWV 726",5p8LNJME5uedN5dQ7ml0eS,"('Johann Sebastian Bach', 'Vidas Pinkevicius')","('5aIqB5nVVvmFsvSdExz408', '0ckKPIvTWucoN3CZwGodCO')",7,86.595,0.159,0.123,-14.657,1,0.995,0.174,71.542,single
4887,"Concerto D Minor after Antonio Vivaldi, BWV 596 - Allegro-Grave: Allegro-Grave",5qgo4XFKVROvlRD9bfyO20,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",4,83.055,0.203,0.0646,-20.812,1,0.973,0.0491,126.418,album
4888,"Prelude and fugue C Major, BWV 545: Fugue C Major, BWV 545",5squw7eltPHWa4d6MxQOdH,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,210.048,0.154,0.222,-15.981,1,0.661,0.319,135.586,album
4890,"Prelude A Minor, BWV 543",62If0Wf73w0jnu6p3PmPAa,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",7,171.139,0.197,0.238,-16.425,0,0.837,0.0783,85.444,album
4891,"Concerto C Major ""Grosso Mogul"" after Antonio Vivaldi, BWV 594 - Allegro: Allegro",62c91uXfgpx67xvYLIMn4p,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,490.64,0.225,0.0351,-26.162,1,0.973,0.0499,67.823,album
4893,"Chorale partita - Christ, der du bist der helle Tag, BWV 766 - Partita II: Partita II",6JF2Ca0CWGTseCj1nPsWai,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,147.795,0.231,0.058,-32.269,0,0.784,0.456,67.866,album
4894,"Toccata D Minor, BWV 565",6KgsWOjrfeBjecdhbt8B8Y,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",8,163.745,0.16,0.257,-15.446,1,0.922,0.0387,64.393,album
4895,"Prelude and fugue, BWV 543: Fugue A Minor, BWV 543",6KqG7rKc4Za277EHILOL3v,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",7,353.835,0.186,0.252,-17.575,0,0.853,0.113,81.068,album
4896,"Canonic Variation – Vom Himmel hoch, da komm ich her, BWV 769 - Variatio 2 alio modo nel canone alla quinta: Variatio 2 alio modo nel canone alla quinta",6LHhhS6wen9H01JvCZQa05,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,109.993,0.177,0.0217,-30.132,1,0.966,0.0623,71.739,album
4897,"Prelude and fugue G Major, BWV 541: Fugue G Major, BWV 541",6O2ymJnEYNWoIV9scQtQUo,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,261.822,0.077,0.243,-18.86,1,0.859,0.316,77.792,album
4898,"""Neumeister chorales"" - Herzlich lieb hab ich dich, o Herr, BWV 1115: BWV 1115",6P5gTgqboFl7Fv1FPmOZ6n,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,153.011,0.132,0.0396,-27.196,1,0.933,0.276,81.144,album
4899,"Prelude G Major, BWV 541",6TRqB2lxTFC7Z4IXEZuE09,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,171.421,0.102,0.251,-17.138,1,0.714,0.369,64.806,album
4900,"Fugue G Minor, BWV 577",6TeLxRSfmRf37sk855jLLm,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,199.797,0.257,0.432,-16.464,1,0.715,0.718,72.492,album
4901,"""Schübler chorales"" - Ach bleib bei uns, Herr Jesu Christ, BWV 649: BWV 649",6XmSjR5GVEPK4BEssibCp5,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,141.558,0.252,0.0122,-34.086,1,0.979,0.35,106.125,album
4902,"""Eighteen Leipziger chorales"" - Nun komm, der Heiden Heiland, BWV 661: BWV 661",6gh7prMhofLeUo9XdwjsiG,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,175.604,0.169,0.272,-14.535,0,0.878,0.237,67.997,album
4903,"Chorale partita - Sei gegrüßet, Jesu gütig, BWV 768 - Choral: Choral",6uuNe59aqIgGz1vHJX2MgZ,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",6,63.382,0.151,0.131,-15.935,0,0.844,0.228,62.651,album
4904,"Chorale partita - Christ, der du bist der helle Tag, BWV 766 - Partita III: Partita III",71FiTfkIf0LigjZCfrboch,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,81.649,0.127,0.0154,-35.486,0,0.973,0.0577,68.043,album
4905,"Chorale partita - O Gott, du frommer Gott, BWV 767 - Partita III: Partita III",77sp0GOhGOQzgAYPOCquZH,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,79.738,0.206,0.00999,-32.355,0,0.993,0.337,68.069,album
4906,"Prelude E Minor, BWV 548",79KNel4wmts1x26NilSneh,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",3,391.549,0.159,0.321,-13.165,0,0.572,0.159,133.617,album
4907,"Trio sonate C Major, BWV 529 - Largo: Largo",7CX15jBhTi8O1M0139TKVD,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",4,311.401,0.0606,0.00278,-38.879,0,0.954,0.0546,66.122,album
4908,"""Schübler chorales"" - Wo soll ich fliehen hin, BWV 646: BWV 646",7L0BcixxKKCEFm1EY0zpEc,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",2,98.454,0.122,0.0542,-28.045,0,0.925,0.386,87.657,album
4909,"""Orgelbüchlein"" - Wer nur den lieben Gott lässt walten, BWV 642: BWV 642",7ab80w6JWYnl3jA5BXz1Rk,"('Johann Sebastian Bach', 'Peter Kofler')","('5aIqB5nVVvmFsvSdExz408', '7dAwFBCebA376xacWmIxxP')",1,96.308,0.137,0.18,-16.034,0,0.734,0.357,72.762,album
